amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids 
249-1767609-8162219		2025-10-31T06:33:51+09:00	2025-10-31T12:20:19+09:00	Shipped	Merchant	Amazon.co.jp	WebsiteOrderChannel		NextDay	[&mellow] 6枚セット ショーツ レディース シームレス 可愛い レース付き セクシー 下着 クロッチ綿100％ 高通気性 伸縮性 蒸れにくい 抗菌 防臭 締め付けない パンティー 大きいサイズ 女性用 (JP, アルファベット, M, ダーク)	PA-NE2Q-LFCJ	B0FX365TCQ	Shipped	1	JPY	1598.0	145.0								福岡県	800-0055	JP	
250-0007215-7239817		2025-10-31T06:17:40+09:00	2025-11-02T10:46:38+09:00	Shipped	Merchant	Amazon.co.jp	WebsiteOrderChannel		NextDay	[&mellow] 超極暖 裏起毛インナー 厚手 裏起毛 インナー 長袖 黒 高密度 大きいサイズ レディース 防寒インナー 温活 ストレッチ インナー 防寒 下着 裏ボア カットソー トップス 無地 M/L/2L/3L (JP, アルファベット, M, ブラック)	30718-A-01	B0FXBHCT99	Shipped	1	JPY	1590.0	145.0								群馬県	371-0221	JP	
503-1687497-2665424		2025-10-30T23:34:54+09:00	2025-10-31T12:11:02+09:00	Shipped	Merchant	Amazon.co.jp	WebsiteOrderChannel		NextDay	[&mellow] ハイウエストショーツ レディース 綿 3枚セット ショーツ 深履き レース パンツ 深め 下着 黒 お腹すっぽり 温活ショーツ 補正 骨盤 美尻 大きいサイズ 3L4L 無地 コットン (JP, アルファベット, L, タイプ6)	30817-3-B-06	B0FTZ4S28X	Shipped	1	JPY	1490.0	135.0							仙台市宮城野区	宮城県	9830006	JP	
250-8401754-2671065	250-8401754-2671065	2025-10-30T20:49:40+09:00	2025-10-31T06:11:28+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] 開運 赤いパンツ 2枚セット レディース 綿混 ハイウエスト 綿ショーツ 温活 深履き 深め ショーツ 大き 	30815R-A-01	B0FM3JKLJ3	Shipped	1	JPY	1000.0	91.0								石川県	929-1703	JP	
503-6336085-0771814		2025-10-30T17:37:53+09:00	2025-10-31T12:10:45+09:00	Shipped	Merchant	Amazon.co.jp	WebsiteOrderChannel		NextDay	[&mellow] ノンワイヤーブラセット シームレスブラ シームレスショーツ 脇高ブラ＆ショーツセット ふんわり谷間メイク 背中すっきり 快適フィット 盛れる 黒 ベージュ 透けない (ペールグリーン, 36/80)	30902-B-07	B0FLXDCDRS	Shipped	1	JPY	1490.0	135.0								奈良県	630-8291	JP	
250-5043784-3720608	250-5043784-3720608	2025-10-30T17:09:06+09:00	2025-10-30T22:41:51+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] 開運 赤いパンツ 2枚セット レディース 綿混 ハイウエスト 綿ショーツ 温活 深履き 深め ショーツ 大き 	30815R-A-01	B0FM3JKLJ3	Shipped	1	JPY	1000.0	91.0								大阪府	556-0017	JP	
503-2772277-7701447	503-2772277-7701447	2025-10-30T15:44:15+09:00	2025-12-08T00:00:33+09:00	Shipped	Amazon	Amazon.co.jp			Standard	[&mellow] 開運 赤いパンツ 2枚セット レディース 綿混 ハイウエスト 綿ショーツ 温活 深履き 深め ショーツ 大き 	30815R-C-01	B0FM3G5QMY	Shipped	2	JPY	2000.0	182.0	460.0	42.0									
249-1479278-0071065	249-1479278-0071065	2025-10-30T15:33:46+09:00	2025-10-31T06:08:08+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] レディース 赤いパンツ 2枚セット 綿 ハイウエスト レース付き 大きいサイズ 運気アップ 開運 パンツ イ	30817R-A-01	B0FM3FT5XB	Shipped	1	JPY	1198.0	109.0								新潟県	950-0132	JP	
250-6260575-2128667	250-6260575-2128667	2025-10-30T13:33:45+09:00	2025-10-31T02:16:18+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] レディース 赤いパンツ 2枚セット 綿 ハイウエスト レース付き 大きいサイズ 運気アップ 開運 パンツ イ	30817R-B-01	B0FM3KGFQF	Shipped	1	JPY	1198.0	109.0								新潟県	954-0082	JP	
250-8455865-2042266		2025-10-30T11:30:57+09:00	2025-11-01T05:59:50+09:00	Shipped	Merchant	Amazon.co.jp	WebsiteOrderChannel		NextDay	[&mellow] 超極暖 裏起毛インナー 厚手 裏起毛 長袖 黒 高密度 裏起毛 インナー 大きいサイズ レディース 防寒インナー 温活 ストレッチ インナー 防寒 下着 裏ボア カットソー トップス 無地 M/L/2L/3L(JP, アルファベット, L, ブラック)	30718-B-01	B0FXBGCBBD	Shipped	2	JPY	3180.0	289.0								神奈川県	245-0061	JP	
503-5908187-9533403		2025-10-30T11:05:10+09:00	2025-10-30T14:42:44+09:00	Shipped	Merchant	Amazon.co.jp	WebsiteOrderChannel		NextDay	[&mellow] 6枚セット ショーツ レディース シームレス 可愛い レース付き セクシー 下着 クロッチ綿100％ 高通気性 伸縮性 蒸れにくい 抗菌 防臭 締め付けない パンティー 大きいサイズ 女性用 (JP, アルファベット, XL, ダーク)	T9-UO4B-C4W5	B0FX394T3V	Shipped	1	JPY	1598.0	145.0								東京都	191-0065	JP	
249-5109562-0260602	249-5109562-0260602	2025-10-30T10:17:54+09:00	2025-10-30T16:16:23+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] 7枚セット シームレスショーツ レディース 深め ハイウエスト 深履き 下着 クロッチ綿100％ シームレス 	30827-D-01	B0FSZQ33B1	Shipped	1	JPY	1980.0	180.0								埼玉県	330-0072	JP	
249-8059609-6225419	249-8059609-6225419	2025-10-30T09:56:45+09:00	2025-10-30T14:10:11+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] 開運 赤いパンツ 2枚セット レディース 綿混 ハイウエスト 綿ショーツ 温活 深履き 深め ショーツ 大き 	30815R-A-01	B0FM3JKLJ3	Shipped	1	JPY	1000.0	91.0								神奈川県	252-0011	JP	
250-0045260-8568610	250-0045260-8568610	2025-10-30T09:26:09+09:00	2025-10-30T16:16:32+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] 開運 赤いパンツ 2枚セット レディース 綿混 ハイウエスト 綿ショーツ 温活 深履き 深め ショーツ 大き 	30815R-B-01	B0FM3H1Y97	Shipped	1	JPY	1000.0	91.0								京都府	606-0862	JP	
250-3835846-5032610	250-3835846-5032610	2025-10-30T09:15:00+09:00	2025-10-31T00:32:54+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] 開運 赤いパンツ 2枚セット レディース 綿混 ハイウエスト 綿ショーツ 温活 深履き 深め ショーツ 大き 	30815R-B-01	B0FM3H1Y97	Shipped	1	JPY	1000.0	91.0								岡山県	702-8042	JP	
250-9455890-4499022	250-9455890-4499022	2025-10-29T21:51:36+09:00	2025-11-01T09:52:56+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] レディース 赤いパンツ 2枚セット 綿 ハイウエスト レース付き 大きいサイズ 運気アップ 開運 パンツ イ	30817R-A-01	B0FM3FT5XB	Shipped	1	JPY	1198.0	109.0								福島県	960-8213	JP	
250-4720799-1684669		2025-10-29T21:41:45+09:00	2025-10-31T00:00:10+09:00	Shipped	Merchant	Amazon.co.jp	WebsiteOrderChannel		NextDay	[&mellow] 超極暖 裏起毛インナー 厚手 裏起毛 長袖 黒 高密度 裏起毛 インナー 大きいサイズ レディース 防寒インナー 温活 ストレッチ インナー 防寒 下着 裏ボア カットソー トップス 無地 M/L/2L/3L(JP, アルファベット, L, ブラック)	30718-B-01	B0FXBGCBBD	Shipped	1	JPY	1590.0	145.0								山形県	997-0167	JP	
250-3277064-5399833	250-3277064-5399833	2025-10-29T21:04:01+09:00	2025-10-30T02:14:55+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] 温活ショーツ 5枚セット 綿ショーツ ハイウエスト レディース 深履き 深め 黒 パンツ 下着 冷え対策 イ 	30815-A-01	B0FLTM2FRR	Shipped	1	JPY	1898.0	173.0								愛知県	470-0128	JP	
250-4608155-4635045	250-4608155-4635045	2025-10-29T20:03:30+09:00	2025-10-30T02:19:00+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] 温活ショーツ 5枚セット 綿ショーツ ハイウエスト レディース 深履き 深め 黒 パンツ 下着 冷え対策 イ 	30815-E-01	B0FLTM5CVN	Shipped	1	JPY	1898.0	173.0								愛知県	441-3613	JP	
250-7660488-8641459	250-7660488-8641459	2025-10-29T19:51:51+09:00	2025-10-29T22:04:33+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] 開運 赤いパンツ 2枚セット レディース 綿混 ハイウエスト 綿ショーツ 温活 深履き 深め ショーツ 大き 	30815R-E-01	B0FM3GZKGK	Shipped	1	JPY	1000.0	91.0								秋田県	011-0941	JP	
250-9696278-3175849	250-9696278-3175849	2025-10-29T18:52:41+09:00	2025-10-29T23:13:47+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] 開運 赤いパンツ 2枚セット レディース 綿混 ハイウエスト 綿ショーツ 温活 深履き 深め ショーツ 大き 	30815R-B-01	B0FM3H1Y97	Shipped	1	JPY	1000.0	91.0								Tokyo-to	152-0034	JP	
249-3142079-0216656		2025-10-29T14:14:56+09:00	2025-10-31T18:41:34+09:00	Shipped	Merchant	Amazon.co.jp	WebsiteOrderChannel		NextDay	[&mellow] 超極暖 裏起毛インナー 厚手 裏起毛 インナー 長袖 黒 高密度 大きいサイズ レディース 防寒インナー 温活 ストレッチ インナー 防寒 下着 裏ボア カットソー トップス 無地 M/L/2L/3L (JP, アルファベット, M, ブラック)	30718-A-01	B0FXBHCT99	Shipped	1	JPY	1590.0	145.0								Osaka-fu	586-0077	JP	
503-0620425-0518250	503-0620425-0518250	2025-10-29T14:10:13+09:00	2025-10-31T02:42:48+09:00	Shipped	Amazon	Amazon.co.jp			Standard	[&mellow] 温活ショーツ 5枚セット 綿ショーツ ハイウエスト レディース 深履き 深め 黒 パンツ 下着 冷え対策 イ 	30815-E-04	B0FLTKGFS1	Shipped	1	JPY	1898.0	172.0	153.0	14.0				153.0		愛媛県	791-8084	JP	
503-0620425-0518250	503-0620425-0518250	2025-10-29T14:10:13+09:00	2025-10-31T02:42:48+09:00	Shipped	Amazon	Amazon.co.jp			Standard	[&mellow] 温活ショーツ 5枚セット 綿ショーツ ハイウエスト レディース 深履き 深め 黒 パンツ 下着 冷え対策 イ 	30815-E-03	B0FLTRR6N4	Shipped	1	JPY	1898.0	173.0	153.0	14.0				153.0		愛媛県	791-8084	JP	
503-0620425-0518250	503-0620425-0518250	2025-10-29T14:10:13+09:00	2025-10-31T02:42:48+09:00	Shipped	Amazon	Amazon.co.jp			Standard	[&mellow] 温活ショーツ 5枚セット 綿ショーツ ハイウエスト レディース 深履き 深め 黒 パンツ 下着 冷え対策 イ 	30815-E-05	B0FLTZN3KL	Shipped	1	JPY	1898.0	173.0	154.0	14.0				154.0		愛媛県	791-8084	JP	
250-3678909-3487040		2025-10-29T14:05:52+09:00	2025-10-29T15:21:32+09:00	Shipped	Merchant	Amazon.co.jp	WebsiteOrderChannel		Standard	[&mellow] 超極暖 裏起毛インナー 厚手 裏起毛 インナー 長袖 黒 高密度 大きいサイズ レディース 防寒インナー 温活 ストレッチ インナー 防寒 下着 裏ボア カットソー トップス 無地 M/L/2L/3L (JP, アルファベット, M, ブラック)	30718-A-01	B0FXBHCT99	Shipped	1	JPY	1590.0	145.0								長崎県	811-5104	JP	
503-4361266-3707865	503-4361266-3707865	2025-10-29T12:29:57+09:00	2025-10-29T17:17:58+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] 7枚セット シームレスショーツ レディース 深め ハイウエスト 深履き 下着 クロッチ綿100％ シームレス 	30827-A-01	B0FSZQLYR7	Shipped	1	JPY	1980.0	180.0								栃木県	329-2441	JP	
250-3264912-7627023	250-3264912-7627023	2025-10-29T00:09:59+09:00	2025-10-29T10:39:24+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] 開運 赤いパンツ 2枚セット レディース 綿混 ハイウエスト 綿ショーツ 温活 深履き 深め ショーツ 大き 	30815R-E-01	B0FM3GZKGK	Shipped	2	JPY	2000.0	182.0								奈良県	635-0074	JP	
249-6525358-6787834	249-6525358-6787834	2025-10-28T23:15:17+09:00	2025-11-04T01:55:26+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] 温活ショーツ 5枚セット 綿ショーツ ハイウエスト レディース 深履き 深め 黒 パンツ 下着 冷え対策 イ 	30815-C-01	B0FLTDQZVG	Shipped	1	JPY	1898.0	173.0								千葉県	273-0048	JP	
250-3558239-6380654		2025-10-28T21:07:11+09:00	2025-10-29T12:39:16+09:00	Shipped	Merchant	Amazon.co.jp	WebsiteOrderChannel		NextDay	[&mellow] 超極暖 裏起毛インナー 厚手 裏起毛 インナー 長袖 黒 高密度 大きいサイズ レディース 防寒インナー 温活 ストレッチ インナー 防寒 下着 裏ボア カットソー トップス 無地 M/L/2L/3L (JP, アルファベット, M, ブラック)	30718-A-01	B0FXBHCT99	Shipped	1	JPY	1590.0	145.0								兵庫県	651-2128	JP	
503-4830168-9074204		2025-10-28T20:51:05+09:00	2025-10-29T13:16:22+09:00	Shipped	Merchant	Amazon.co.jp	WebsiteOrderChannel		NextDay	[&mellow] レディース シームレスショーツ 6枚セット 6色 レース付き 光沢素材 バックレースデザイン クロッチ綿100% 大きいサイズ セクシーショーツ M/L/XL/2XL (JP, アルファベット, L, ベーシック)	1I-MGPW-X4H7	B0FS7C2YFQ	Shipped	1	JPY	1598.0	145.0								山口県	759-2212	JP	
249-0571184-8019054	249-0571184-8019054	2025-10-28T18:37:03+09:00	2025-10-29T00:06:03+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] 開運 赤いパンツ 2枚セット レディース 綿混 ハイウエスト 綿ショーツ 温活 深履き 深め ショーツ 大き 	30815R-C-01	B0FM3G5QMY	Shipped	1	JPY	1000.0	91.0								東京都	104-0053	JP	
503-0282156-3662200	503-0282156-3662200	2025-10-28T15:14:58+09:00	2025-10-28T22:59:10+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] 温活ショーツ 5枚セット 綿ショーツ ハイウエスト レディース 深履き 深め 黒 パンツ 下着 冷え対策 イ 	30815-B-03	B0FLTGPM28	Shipped	1	JPY	1898.0	173.0								神奈川県	252-0331	JP	
503-4791115-0662258	503-4791115-0662258	2025-10-28T08:53:24+09:00	2025-10-29T16:28:15+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] レディース 赤いパンツ 2枚セット 綿 ハイウエスト レース付き 大きいサイズ 運気アップ 開運 パンツ イ	30817R-B-01	B0FM3KGFQF	Shipped	1	JPY	1198.0	109.0								東京都	184-0012	JP	
503-3524629-6649451	503-3524629-6649451	2025-10-28T06:54:26+09:00	2025-10-28T11:07:30+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] 開運 赤いパンツ 2枚セット レディース 綿混 ハイウエスト 綿ショーツ 温活 深履き 深め ショーツ 大き 	30815R-B-01	B0FM3H1Y97	Shipped	1	JPY	1000.0	91.0								埼玉県	334-0001	JP	
250-1908890-0931035	250-1908890-0931035	2025-10-28T00:34:43+09:00	2025-10-29T15:05:55+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] 開運 赤いパンツ 2枚セット レディース 綿混 ハイウエスト 綿ショーツ 温活 深履き 深め ショーツ 大き 	30815R-B-01	B0FM3H1Y97	Shipped	1	JPY	1000.0	91.0								広島県	734-0007	JP	
503-7767517-3349450	503-7767517-3349450	2025-10-27T23:14:16+09:00	2025-10-28T23:01:04+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] 温活ショーツ 5枚セット 綿ショーツ ハイウエスト レディース 深履き 深め 黒 パンツ 下着 冷え対策 イ 	30815-D-03	B0FLTZPL8H	Shipped	1	JPY	1898.0	173.0								神奈川県	253-0101	JP	
249-0487056-5142213	249-0487056-5142213	2025-10-27T21:56:23+09:00	2025-10-29T14:40:19+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] 7枚セット シームレスショーツ レディース 深め ハイウエスト 深履き 下着 クロッチ綿100％ シームレス 	30827-D-01	B0FSZQ33B1	Shipped	1	JPY	1980.0	180.0								沖縄県	901-0212	JP	
250-8067213-5975036		2025-10-27T19:50:33+09:00	2025-10-28T13:49:03+09:00	Shipped	Merchant	Amazon.co.jp	WebsiteOrderChannel		Standard	[&mellow] 7枚セット 綿ショーツ レディース ショーツ リブ パンツ コットン 下着 レース付き 可愛い くすみカラー 蒸れにくい 快適ショーツ 綿パンツ 黒 リブ素材 大きいサイズ M/L/XL/2XL (JP, アルファベット, 2XL, ナチュラル)	30820-D-01	B0FLVDSB2D	Shipped	1	JPY	1698.0	154.0								熊本県	861-5255	JP	
249-9124096-3409407	249-9124096-3409407	2025-10-27T13:48:02+09:00	2025-10-29T01:19:49+09:00	Shipped	Amazon	Amazon.co.jp			Standard	[&mellow] 開運 赤いパンツ 2枚セット レディース 綿混 ハイウエスト 綿ショーツ 温活 深履き 深め ショーツ 大き 	30815R-D-01	B0FM3JY1PK	Shipped	2	JPY	2000.0	182.0								神奈川県	251-0861	JP	
249-0516665-4952608	249-0516665-4952608	2025-10-27T10:01:00+09:00	2025-10-29T11:09:38+09:00	Shipped	Amazon	Amazon.co.jp			Standard	[&mellow] 7枚セット シームレスショーツ レディース 深め ハイウエスト 深履き 下着 クロッチ綿100％ シームレス 	30827-B-01	B0FSZTW711	Shipped	1	JPY	1980.0	180.0	66.0	6.0				66.0		奈良県	635-0822	JP	
249-5222866-4511837	249-5222866-4511837	2025-10-27T09:22:05+09:00	2025-10-27T17:23:36+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] レディース 赤いパンツ 2枚セット 綿 ハイウエスト レース付き 大きいサイズ 運気アップ 開運 パンツ イ	30817R-E-01	B0FM3FW7KV	Shipped	1	JPY	1198.0	109.0								北海道	001-0907	JP	
250-5619197-8739056	250-5619197-8739056	2025-10-27T07:01:09+09:00	2025-10-27T12:03:32+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] レディース 赤いパンツ 2枚セット 綿 ハイウエスト レース付き 大きいサイズ 運気アップ 開運 パンツ イ	30817R-A-01	B0FM3FT5XB	Shipped	1	JPY	1198.0	109.0								茨城県	309-1724	JP	
249-3045966-2651014		2025-10-27T02:22:38+09:00	2025-10-27T11:02:24+09:00	Shipped	Merchant	Amazon.co.jp	WebsiteOrderChannel		NextDay	[&mellow] 7枚セット 綿ショーツ レディース ショーツ リブ パンツ コットン 下着 レース付き 可愛い くすみカラー 蒸れにくい 快適ショーツ 綿パンツ 黒 リブ素材 大きいサイズ M/L/XL/2XL (JP, アルファベット, L, ナチュラル)	30820-B-01	B0FLVDBDV1	Shipped	1	JPY	1698.0	154.0								東京都	125-0051	JP	
249-4823397-6391802	249-4823397-6391802	2025-10-27T02:05:28+09:00	2025-10-29T18:13:05+09:00	Shipped	Amazon	Amazon.co.jp			Standard	[&mellow] 7枚セット シームレスショーツ レディース 深め ハイウエスト 深履き 下着 クロッチ綿100％ シームレス 	30827-A-01	B0FSZQLYR7	Shipped	1	JPY	1980.0	180.0	92.0	8.0				92.0		Nagano-ken	399-0703	JP	
250-0157717-8227068	250-0157717-8227068	2025-10-26T23:36:36+09:00	2025-10-27T05:40:59+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] レディース 赤いパンツ 2枚セット 綿 ハイウエスト レース付き 大きいサイズ 運気アップ 開運 パンツ イ	30817R-B-01	B0FM3KGFQF	Shipped	1	JPY	1198.0	109.0								栃木県	327-0842	JP	
249-2215416-1913422	249-2215416-1913422	2025-10-26T22:16:16+09:00	2025-10-27T11:13:40+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] 7枚セット シームレスショーツ レディース 深め ハイウエスト 深履き 下着 クロッチ綿100％ シームレス 	30827-B-01	B0FSZTW711	Shipped	1	JPY	1980.0	180.0								神奈川県	252-0805	JP	
250-9189284-3737449		2025-10-26T21:57:00+09:00	2025-10-27T11:12:39+09:00	Shipped	Merchant	Amazon.co.jp	WebsiteOrderChannel		NextDay	[&mellow] 6枚セット ショーツ レディース シームレス 可愛い レース付き セクシー 下着 クロッチ綿100％ 高通気性 伸縮性 蒸れにくい 抗菌 防臭 締め付けない パンティー 大きいサイズ 女性用 (JP, アルファベット, 2XL, ダーク)	UA-8MU6-0B4R	B0FX38J4GQ	Shipped	1	JPY	1598.0	145.0								兵庫県	675-0034	JP	
250-7995735-2475028	250-7995735-2475028	2025-10-26T21:52:18+09:00	2025-10-27T12:16:50+09:00	Shipped	Amazon	Amazon.co.jp			Standard	[&mellow] レディース 赤いパンツ 2枚セット 綿 ハイウエスト レース付き M/L/XL/2XL/3XL 大きいサイズ 運気アップ イ 	30817R-D-01	B0FM3MLC1J	Shipped	1	JPY	1198.0	109.0	166.0	15.0				166.0		兵庫県	656-2311	JP	
250-8698507-8646209	250-8698507-8646209	2025-10-26T21:35:23+09:00	2025-10-27T16:03:09+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] 開運 赤いパンツ 2枚セット レディース 綿混 ハイウエスト 綿ショーツ 温活 深履き 深め ショーツ 大き 	30815R-C-01	B0FM3G5QMY	Shipped	1	JPY	1000.0	91.0								福井県	916-0013	JP	
249-3863092-4503067	249-3863092-4503067	2025-10-26T21:08:32+09:00	2025-10-27T17:54:51+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] 開運 赤いパンツ 2枚セット レディース 綿混 ハイウエスト 綿ショーツ 温活 深履き 深め ショーツ 大き 	30815R-A-01	B0FM3JKLJ3	Shipped	1	JPY	1000.0	91.0								大阪府	540-0012	JP	
250-7860644-4190233	250-7860644-4190233	2025-10-26T20:54:40+09:00	2025-10-27T10:40:05+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] 7枚セット シームレスショーツ レディース 深め ハイウエスト 深履き 下着 クロッチ綿100％ シームレス 	30827-C-01	B0FSZNDF5S	Shipped	1	JPY	1980.0	180.0								神奈川県	226-0003	JP	
249-7066098-6332630	249-7066098-6332630	2025-10-26T20:48:29+09:00	2025-10-28T18:40:24+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	[&mellow] 温活ショーツ 5枚セット 綿ショーツ ハイウエスト レディース 深履き 深め 黒 パンツ 下着 冷え対策 イ 	30815-E-01	B0FLTM5CVN	Shipped	1	JPY	1898.0	173.0								大分県	871-0023	JP	
