※この情報は店舗様および楽天市場での重要な情報となります。データの取扱には十分にご注意ください。

データ対象期間,2026/01/01 ～ 2026/01/31
カタログID,商品管理番号,商品番号,商品名,SKU管理番号,システム連携用SKU番号,"SKU項目1","SKU項目2","SKU項目3","SKU項目4","SKU項目5","SKU項目6",売上金額,売上件数,売上個数
"","30719","","【極暖 裏起毛インナー メンズ◆超高密度】ヒートテック 冬用インナー 長袖 防寒 Uネック メンズシャツ 黒 大きいサイズ 大きめ トップス インナー アウトドア 無地 スポーツ ゴルフ 釣り 防寒インナー ロンT 下着 男性 肌着 キャンプ 送料無料","r-sku00000013","","ブラック（即納）","M","","","","",53300,24,30
"","30719","","【極暖 裏起毛インナー メンズ◆超高密度】ヒートテック 冬用インナー 長袖 防寒 Uネック メンズシャツ 黒 大きいサイズ 大きめ トップス インナー アウトドア 無地 スポーツ ゴルフ 釣り 防寒インナー ロンT 下着 男性 肌着 キャンプ 送料無料","r-sku00000014","","ブラック（即納）","L","","","","",102030,43,57
"","30719","","【極暖 裏起毛インナー メンズ◆超高密度】ヒートテック 冬用インナー 長袖 防寒 Uネック メンズシャツ 黒 大きいサイズ 大きめ トップス インナー アウトドア 無地 スポーツ ゴルフ 釣り 防寒インナー ロンT 下着 男性 肌着 キャンプ 送料無料","r-sku00000015","","ブラック（即納）","LL","","","","",16110,7,9
"","30719","","【極暖 裏起毛インナー メンズ◆超高密度】ヒートテック 冬用インナー 長袖 防寒 Uネック メンズシャツ 黒 大きいサイズ 大きめ トップス インナー アウトドア 無地 スポーツ ゴルフ 釣り 防寒インナー ロンT 下着 男性 肌着 キャンプ 送料無料","r-sku00000016","","ブラック（即納）","3L","","","","",12530,6,7
"","30719","","【極暖 裏起毛インナー メンズ◆超高密度】ヒートテック 冬用インナー 長袖 防寒 Uネック メンズシャツ 黒 大きいサイズ 大きめ トップス インナー アウトドア 無地 スポーツ ゴルフ 釣り 防寒インナー ロンT 下着 男性 肌着 キャンプ 送料無料","r-sku00000019","","ブラック（ご予約分）","LL","","","","",5070,2,3
"","30817","","＼レース ハイウエストショーツ／【綿 レースショーツ】綿ショーツ 深ばき レースレディース 深め 綿パンツ レース レディース ハイウエスト 大きいサイズ 深履き 単品ショーツ お腹すっぽり 温活ショーツ LL3L4L 黒 クロッチ綿100％ 補正ショーツ 下着 骨盤 女性用 送料無料","r-sku00000057","","ブラック","L","","","","",550,1,1
"","30817","","＼レース ハイウエストショーツ／【綿 レースショーツ】綿ショーツ 深ばき レースレディース 深め 綿パンツ レース レディース ハイウエスト 大きいサイズ 深履き 単品ショーツ お腹すっぽり 温活ショーツ LL3L4L 黒 クロッチ綿100％ 補正ショーツ 下着 骨盤 女性用 送料無料","r-sku00000058","","ブラック","LL","","","","",1100,1,2
"","30817","","＼レース ハイウエストショーツ／【綿 レースショーツ】綿ショーツ 深ばき レースレディース 深め 綿パンツ レース レディース ハイウエスト 大きいサイズ 深履き 単品ショーツ お腹すっぽり 温活ショーツ LL3L4L 黒 クロッチ綿100％ 補正ショーツ 下着 骨盤 女性用 送料無料","r-sku00000070","","モスグリーン","4L","","","","",1100,1,2
"","30817","","＼レース ハイウエストショーツ／【綿 レースショーツ】綿ショーツ 深ばき レースレディース 深め 綿パンツ レース レディース ハイウエスト 大きいサイズ 深履き 単品ショーツ お腹すっぽり 温活ショーツ LL3L4L 黒 クロッチ綿100％ 補正ショーツ 下着 骨盤 女性用 送料無料","r-sku00000072","","アンティークローズ","L","","","","",550,1,1
"","30817","","＼レース ハイウエストショーツ／【綿 レースショーツ】綿ショーツ 深ばき レースレディース 深め 綿パンツ レース レディース ハイウエスト 大きいサイズ 深履き 単品ショーツ お腹すっぽり 温活ショーツ LL3L4L 黒 クロッチ綿100％ 補正ショーツ 下着 骨盤 女性用 送料無料","r-sku00000082","","ベージュ","L","","","","",550,1,1
"","30819","","【綿ショーツ 5枚セット】シームレス レディース クロッチ綿100％ 締め付けない 深め 綿パンツ 食い込まない 大きいサイズ 鼠径部 3L4L 温活ショーツ 下着 防寒  ハイウエストショーツ 深ばき お腹 黒 女性用 冷え対策 補正ショーツ 送料無料","r-sku00000031","","Ｂタイプ","LL","","","","",2690,1,1
"","30819","","【綿ショーツ 5枚セット】シームレス レディース クロッチ綿100％ 締め付けない 深め 綿パンツ 食い込まない 大きいサイズ 鼠径部 3L4L 温活ショーツ 下着 防寒  ハイウエストショーツ 深ばき お腹 黒 女性用 冷え対策 補正ショーツ 送料無料","r-sku00000032","","Ｂタイプ","3L","","","","",2690,1,1
"","30819","","【綿ショーツ 5枚セット】シームレス レディース クロッチ綿100％ 締め付けない 深め 綿パンツ 食い込まない 大きいサイズ 鼠径部 3L4L 温活ショーツ 下着 防寒  ハイウエストショーツ 深ばき お腹 黒 女性用 冷え対策 補正ショーツ 送料無料","r-sku00000035","","Cタイプ","LL","","","","",2690,1,1
"","30824","","【綿ショーツ4枚セット】綿ショーツ 綿 パンツ 綿パンツ クロッチ綿100％ レディース 下着 綿 ショーツ 深め 大きいサイズ ハイウエスト 深履き 深ばき 鼠径部 締め付けない 綿パンツ 温活 LL 3L4L 防寒 保温 お腹すっぽり セットショーツ あったか 1000円ポッキリ","r-sku00000002","","4枚セット","S","","","","",1000,1,1
"","30824","","【綿ショーツ4枚セット】綿ショーツ 綿 パンツ 綿パンツ クロッチ綿100％ レディース 下着 綿 ショーツ 深め 大きいサイズ ハイウエスト 深履き 深ばき 鼠径部 締め付けない 綿パンツ 温活 LL 3L4L 防寒 保温 お腹すっぽり セットショーツ あったか 1000円ポッキリ","r-sku00000003","","4枚セット","M","","","","",2000,2,2
"","30824","","【綿ショーツ4枚セット】綿ショーツ 綿 パンツ 綿パンツ クロッチ綿100％ レディース 下着 綿 ショーツ 深め 大きいサイズ ハイウエスト 深履き 深ばき 鼠径部 締め付けない 綿パンツ 温活 LL 3L4L 防寒 保温 お腹すっぽり セットショーツ あったか 1000円ポッキリ","r-sku00000004","","4枚セット","L","","","","",2000,2,2
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","30827-5s-A-01","","5枚セット【A】","M","","","","",15210,9,9
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","30827-5s-A-02","","5枚セット【B】","M","","","","",3380,2,2
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","30827-5s-A-03","","5枚セット【C】","M","","","","",5070,3,3
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","30827-5s-A-04","","5枚セット【D】","M","","","","",5070,3,3
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","30827-5s-A-05","","5枚セット【E】","M","","","","",10140,6,6
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","30827-5s-B-01","","5枚セット【A】","L","","","","",10140,6,6
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","30827-5s-B-02","","5枚セット【B】","L","","","","",3380,2,2
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","30827-5s-B-03","","5枚セット【C】","L","","","","",3380,2,2
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","30827-5s-B-04","","5枚セット【D】","L","","","","",5070,3,3
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","30827-5s-B-05","","5枚セット【E】","L","","","","",16900,10,10
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","30827-5s-C-01","","5枚セット【A】","LL","","","","",5070,3,3
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","30827-5s-C-03","","5枚セット【C】","LL","","","","",6760,4,4
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","30827-5s-C-04","","5枚セット【D】","LL","","","","",1690,1,1
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","30827-5s-C-05","","5枚セット【E】","LL","","","","",13520,8,8
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","30827-5s-D-01","","5枚セット【A】","3L","","","","",3380,2,2
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","30827-5s-D-05","","5枚セット【E】","3L","","","","",8450,5,5
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","30827-7s-A-01","","7枚セット【A】","M","","","","",8760,4,4
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","30827-7s-A-02","","7枚セット【B】","M","","","","",8760,4,4
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","30827-7s-B-01","","7枚セット【A】","L","","","","",19710,9,9
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","30827-7s-B-02","","7枚セット【B】","L","","","","",2190,1,1
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","30827-7s-C-01","","7枚セット【A】","LL","","","","",6570,3,3
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","30827-7s-D-01","","7枚セット【A】","3L","","","","",13140,1,6
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","30827-7s-D-02","","7枚セット【B】","3L","","","","",2190,1,1
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","r-sku00000001","","5枚セット【F】","M","","","","",5070,3,3
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","r-sku00000002","","5枚セット【F】","L","","","","",13520,8,8
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","r-sku00000003","","5枚セット【F】","LL","","","","",5070,3,3
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","r-sku00000004","","5枚セット【F】","3L","","","","",10140,1,6
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","r-sku00000005","","7枚セット【C】","M","","","","",6570,3,3
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","r-sku00000006","","7枚セット【C】","L","","","","",2190,1,1
"","30827","","【マラソン限定10%OFFクーポン◆新色】5枚セット★7枚セット シームレスショーツ レディース 深ばき ハイウエスト 深履き 食い込まない ショーツ シームレスパンツ 締め付けない 大きいサイズ 3L クロッチ綿100％ ヨガ ボクサー 下着 女性 セット 送料無料","r-sku00000008","","7枚セット【C】","3L","","","","",2190,1,1
"","30925","","＼アウトレット◆SALE／【フロントホックブラ】前ホック ブラジャー レディース ノンワイヤーブラ シームレスブラ 脇高ブラ 谷間 盛れる ナイトブラ 昼夜兼用 前開き 大きいサイズ 授乳 マタニティ 育乳 小胸 下着 前ホックブラ 送料無料","30925-A-01","","ベージュ","M","","","","",2000,2,2
"","30925","","＼アウトレット◆SALE／【フロントホックブラ】前ホック ブラジャー レディース ノンワイヤーブラ シームレスブラ 脇高ブラ 谷間 盛れる ナイトブラ 昼夜兼用 前開き 大きいサイズ 授乳 マタニティ 育乳 小胸 下着 前ホックブラ 送料無料","30925-A-06","","ブラック","M","","","","",1490,1,1
"","30925","","＼アウトレット◆SALE／【フロントホックブラ】前ホック ブラジャー レディース ノンワイヤーブラ シームレスブラ 脇高ブラ 谷間 盛れる ナイトブラ 昼夜兼用 前開き 大きいサイズ 授乳 マタニティ 育乳 小胸 下着 前ホックブラ 送料無料","30925-B-05","","ボルドー","L","","","","",1000,1,1
"","30925","","＼アウトレット◆SALE／【フロントホックブラ】前ホック ブラジャー レディース ノンワイヤーブラ シームレスブラ 脇高ブラ 谷間 盛れる ナイトブラ 昼夜兼用 前開き 大きいサイズ 授乳 マタニティ 育乳 小胸 下着 前ホックブラ 送料無料","30925-B-06","","ブラック","L","","","","",2000,2,2
"","30925","","＼アウトレット◆SALE／【フロントホックブラ】前ホック ブラジャー レディース ノンワイヤーブラ シームレスブラ 脇高ブラ 谷間 盛れる ナイトブラ 昼夜兼用 前開き 大きいサイズ 授乳 マタニティ 育乳 小胸 下着 前ホックブラ 送料無料","30925-C-01","","ベージュ","LL","","","","",1000,1,1
"","30925","","＼アウトレット◆SALE／【フロントホックブラ】前ホック ブラジャー レディース ノンワイヤーブラ シームレスブラ 脇高ブラ 谷間 盛れる ナイトブラ 昼夜兼用 前開き 大きいサイズ 授乳 マタニティ 育乳 小胸 下着 前ホックブラ 送料無料","30925-C-02","","モーヴピンク","LL","","","","",1490,1,1
"","30925","","＼アウトレット◆SALE／【フロントホックブラ】前ホック ブラジャー レディース ノンワイヤーブラ シームレスブラ 脇高ブラ 谷間 盛れる ナイトブラ 昼夜兼用 前開き 大きいサイズ 授乳 マタニティ 育乳 小胸 下着 前ホックブラ 送料無料","30925-C-04","","モカ","LL","","","","",2000,2,2
"","30925","","＼アウトレット◆SALE／【フロントホックブラ】前ホック ブラジャー レディース ノンワイヤーブラ シームレスブラ 脇高ブラ 谷間 盛れる ナイトブラ 昼夜兼用 前開き 大きいサイズ 授乳 マタニティ 育乳 小胸 下着 前ホックブラ 送料無料","30925-C-06","","ブラック","LL","","","","",2000,2,2
"","30925","","＼アウトレット◆SALE／【フロントホックブラ】前ホック ブラジャー レディース ノンワイヤーブラ シームレスブラ 脇高ブラ 谷間 盛れる ナイトブラ 昼夜兼用 前開き 大きいサイズ 授乳 マタニティ 育乳 小胸 下着 前ホックブラ 送料無料","30925-D-04","","モカ","3L","","","","",1000,1,1
