※この情報は店舗様および楽天市場での重要な情報となります。データの取扱には十分にご注意ください。

データ対象期間,2025/11/01 ～ 2025/11/30
カタログID,商品管理番号,商品番号,商品名,SKU管理番号,システム連携用SKU番号,"SKU項目1","SKU項目2","SKU項目3","SKU項目4","SKU項目5","SKU項目6",売上金額,売上件数,売上個数
"","30718","","＼10%OFF◆クーポン／【極暖 裏起毛インナー◆超高密度起毛】裏起毛インナー レディース ヒートテック 裏ボア インナー 防寒 シャツ  長袖 カットソー トップス 冬 無地 温活 裏起毛カットソー トップス 冷え対策 保温 毛布 ロンT 送料無料","r-sku00000005","","ブラック（11月下旬入荷予定）","M","","","","",95400,42,60
"","30718","","＼10%OFF◆クーポン／【極暖 裏起毛インナー◆超高密度起毛】裏起毛インナー レディース ヒートテック 裏ボア インナー 防寒 シャツ  長袖 カットソー トップス 冬 無地 温活 裏起毛カットソー トップス 冷え対策 保温 毛布 ロンT 送料無料","r-sku00000006","","ブラック（11月下旬入荷予定）","L","","","","",54060,21,35
"","30718","","＼10%OFF◆クーポン／【極暖 裏起毛インナー◆超高密度起毛】裏起毛インナー レディース ヒートテック 裏ボア インナー 防寒 シャツ  長袖 カットソー トップス 冬 無地 温活 裏起毛カットソー トップス 冷え対策 保温 毛布 ロンT 送料無料","r-sku00000007","","ブラック（11月下旬入荷予定）","LL","","","","",12720,7,8
"","30718","","＼10%OFF◆クーポン／【極暖 裏起毛インナー◆超高密度起毛】裏起毛インナー レディース ヒートテック 裏ボア インナー 防寒 シャツ  長袖 カットソー トップス 冬 無地 温活 裏起毛カットソー トップス 冷え対策 保温 毛布 ロンT 送料無料","r-sku00000008","","ブラック（11月下旬入荷予定）","3L","","","","",11130,3,7
"","30718","","＼10%OFF◆クーポン／【極暖 裏起毛インナー◆超高密度起毛】裏起毛インナー レディース ヒートテック 裏ボア インナー 防寒 シャツ  長袖 カットソー トップス 冬 無地 温活 裏起毛カットソー トップス 冷え対策 保温 毛布 ロンT 送料無料","r-sku00000010","","ブラック（即納）","L","","","","",17490,10,11
"","30718","","＼10%OFF◆クーポン／【極暖 裏起毛インナー◆超高密度起毛】裏起毛インナー レディース ヒートテック 裏ボア インナー 防寒 シャツ  長袖 カットソー トップス 冬 無地 温活 裏起毛カットソー トップス 冷え対策 保温 毛布 ロンT 送料無料","r-sku00000011","","ブラック（即納）","LL","","","","",30210,14,19
"","30718","","＼10%OFF◆クーポン／【極暖 裏起毛インナー◆超高密度起毛】裏起毛インナー レディース ヒートテック 裏ボア インナー 防寒 シャツ  長袖 カットソー トップス 冬 無地 温活 裏起毛カットソー トップス 冷え対策 保温 毛布 ロンT 送料無料","r-sku00000012","","ブラック（即納）","3L","","","","",23850,9,15
"","30718","","＼10%OFF◆クーポン／【極暖 裏起毛インナー◆超高密度起毛】裏起毛インナー レディース ヒートテック 裏ボア インナー 防寒 シャツ  長袖 カットソー トップス 冬 無地 温活 裏起毛カットソー トップス 冷え対策 保温 毛布 ロンT 送料無料","r-sku00000013","","ブラック（11/26〜順次発送）","M","","","","",42930,20,27
"","30718","","＼10%OFF◆クーポン／【極暖 裏起毛インナー◆超高密度起毛】裏起毛インナー レディース ヒートテック 裏ボア インナー 防寒 シャツ  長袖 カットソー トップス 冬 無地 温活 裏起毛カットソー トップス 冷え対策 保温 毛布 ロンT 送料無料","r-sku00000014","","ブラック（11/26〜順次発送）","L","","","","",36570,16,23
"","30718","","＼10%OFF◆クーポン／【極暖 裏起毛インナー◆超高密度起毛】裏起毛インナー レディース ヒートテック 裏ボア インナー 防寒 シャツ  長袖 カットソー トップス 冬 無地 温活 裏起毛カットソー トップス 冷え対策 保温 毛布 ロンT 送料無料","r-sku00000015","","ブラック（11/26〜順次発送）","LL","","","","",14310,6,9
"","30718","","＼10%OFF◆クーポン／【極暖 裏起毛インナー◆超高密度起毛】裏起毛インナー レディース ヒートテック 裏ボア インナー 防寒 シャツ  長袖 カットソー トップス 冬 無地 温活 裏起毛カットソー トップス 冷え対策 保温 毛布 ロンT 送料無料","r-sku00000016","","ブラック（11/26〜順次発送）","3L","","","","",6360,4,4
"","30718","","＼10%OFF◆クーポン／【極暖 裏起毛インナー◆超高密度起毛】裏起毛インナー レディース ヒートテック 裏ボア インナー 防寒 シャツ  長袖 カットソー トップス 冬 無地 温活 裏起毛カットソー トップス 冷え対策 保温 毛布 ロンT 送料無料","r-sku00000017","","ブラック（即納）","M","","","","",60420,25,38
"","30718","","＼10%OFF◆クーポン／【極暖 裏起毛インナー◆超高密度起毛】裏起毛インナー レディース ヒートテック 裏ボア インナー 防寒 シャツ  長袖 カットソー トップス 冬 無地 温活 裏起毛カットソー トップス 冷え対策 保温 毛布 ロンT 送料無料","r-sku00000018","","ブラック（即納）","L","","","","",62010,30,39
"","30718","","＼10%OFF◆クーポン／【極暖 裏起毛インナー◆超高密度起毛】裏起毛インナー レディース ヒートテック 裏ボア インナー 防寒 シャツ  長袖 カットソー トップス 冬 無地 温活 裏起毛カットソー トップス 冷え対策 保温 毛布 ロンT 送料無料","r-sku00000019","","ブラック（即納）","LL","","","","",34980,18,22
"","30718","","＼10%OFF◆クーポン／【極暖 裏起毛インナー◆超高密度起毛】裏起毛インナー レディース ヒートテック 裏ボア インナー 防寒 シャツ  長袖 カットソー トップス 冬 無地 温活 裏起毛カットソー トップス 冷え対策 保温 毛布 ロンT 送料無料","r-sku00000020","","ブラック（即納）","3L","","","","",22260,11,14
"","30718","","＼10%OFF◆クーポン／【極暖 裏起毛インナー◆超高密度起毛】裏起毛インナー レディース ヒートテック 裏ボア インナー 防寒 シャツ  長袖 カットソー トップス 冬 無地 温活 裏起毛カットソー トップス 冷え対策 保温 毛布 ロンT 送料無料","r-sku00000021","","ブラック（11/30入荷予定）","M","","","","",34980,20,22
"","30718","","＼10%OFF◆クーポン／【極暖 裏起毛インナー◆超高密度起毛】裏起毛インナー レディース ヒートテック 裏ボア インナー 防寒 シャツ  長袖 カットソー トップス 冬 無地 温活 裏起毛カットソー トップス 冷え対策 保温 毛布 ロンT 送料無料","r-sku00000022","","ブラック（11/30入荷予定）","L","","","","",3180,2,2
"","30718","","＼10%OFF◆クーポン／【極暖 裏起毛インナー◆超高密度起毛】裏起毛インナー レディース ヒートテック 裏ボア インナー 防寒 シャツ  長袖 カットソー トップス 冬 無地 温活 裏起毛カットソー トップス 冷え対策 保温 毛布 ロンT 送料無料","r-sku00000024","","ブラック（11/30入荷予定）","3L","","","","",4770,2,3
"","30719","","【極暖 裏起毛インナー メンズ◆超高密度】ヒートテック 冬用インナー 長袖 防寒 Uネック メンズシャツ 黒 大きいサイズ 大きめ トップス インナー アウトドア 無地 スポーツ ゴルフ 釣り 防寒インナー ロンT 下着 男性 肌着 キャンプ 送料無料","r-sku00000006","","ブラック（11月下旬入荷予定）","L","","","","",3380,1,2
"","30719","","【極暖 裏起毛インナー メンズ◆超高密度】ヒートテック 冬用インナー 長袖 防寒 Uネック メンズシャツ 黒 大きいサイズ 大きめ トップス インナー アウトドア 無地 スポーツ ゴルフ 釣り 防寒インナー ロンT 下着 男性 肌着 キャンプ 送料無料","r-sku00000009","","ブラック（11/26〜順次発送）","M","","","","",1690,1,1
"","30719","","【極暖 裏起毛インナー メンズ◆超高密度】ヒートテック 冬用インナー 長袖 防寒 Uネック メンズシャツ 黒 大きいサイズ 大きめ トップス インナー アウトドア 無地 スポーツ ゴルフ 釣り 防寒インナー ロンT 下着 男性 肌着 キャンプ 送料無料","r-sku00000012","","ブラック（11/26〜順次発送）","3L","","","","",5070,1,3
"","30719","","【極暖 裏起毛インナー メンズ◆超高密度】ヒートテック 冬用インナー 長袖 防寒 Uネック メンズシャツ 黒 大きいサイズ 大きめ トップス インナー アウトドア 無地 スポーツ ゴルフ 釣り 防寒インナー ロンT 下着 男性 肌着 キャンプ 送料無料","r-sku00000013","","ブラック（即納）","M","","","","",8450,4,5
"","30719","","【極暖 裏起毛インナー メンズ◆超高密度】ヒートテック 冬用インナー 長袖 防寒 Uネック メンズシャツ 黒 大きいサイズ 大きめ トップス インナー アウトドア 無地 スポーツ ゴルフ 釣り 防寒インナー ロンT 下着 男性 肌着 キャンプ 送料無料","r-sku00000014","","ブラック（即納）","L","","","","",8450,4,5
"","30719","","【極暖 裏起毛インナー メンズ◆超高密度】ヒートテック 冬用インナー 長袖 防寒 Uネック メンズシャツ 黒 大きいサイズ 大きめ トップス インナー アウトドア 無地 スポーツ ゴルフ 釣り 防寒インナー ロンT 下着 男性 肌着 キャンプ 送料無料","r-sku00000016","","ブラック（即納）","3L","","","","",5070,2,3
"","30815","","＼1000円以上で送料無料／【温活ショーツ】綿ショーツ 綿 パンツ 綿パンツ クロッチ綿100％ レディース 下着 綿 ショーツ 深め 大きいサイズ ハイウエスト 深履き 深ばき 鼠径部 締め付けない 綿パンツ 温活 LL 3L4L 防寒 保温 お腹すっぽり セットショーツ あったか","r-sku00000001","","ベーシック【A】","M","","","","",2380,1,2
"","30815","","＼1000円以上で送料無料／【温活ショーツ】綿ショーツ 綿 パンツ 綿パンツ クロッチ綿100％ レディース 下着 綿 ショーツ 深め 大きいサイズ ハイウエスト 深履き 深ばき 鼠径部 締め付けない 綿パンツ 温活 LL 3L4L 防寒 保温 お腹すっぽり セットショーツ あったか","r-sku00000015","","ベーシック【C】","4L","","","","",1190,1,1
"","30815","","＼1000円以上で送料無料／【温活ショーツ】綿ショーツ 綿 パンツ 綿パンツ クロッチ綿100％ レディース 下着 綿 ショーツ 深め 大きいサイズ ハイウエスト 深履き 深ばき 鼠径部 締め付けない 綿パンツ 温活 LL 3L4L 防寒 保温 お腹すっぽり セットショーツ あったか","r-sku00000034","","オーガニック【A】","3L","","","","",2380,1,2
"","30815","","＼1000円以上で送料無料／【温活ショーツ】綿ショーツ 綿 パンツ 綿パンツ クロッチ綿100％ レディース 下着 綿 ショーツ 深め 大きいサイズ ハイウエスト 深履き 深ばき 鼠径部 締め付けない 綿パンツ 温活 LL 3L4L 防寒 保温 お腹すっぽり セットショーツ あったか","r-sku00000035","","オーガニック【A】","4L","","","","",1190,1,1
"","30815","","＼1000円以上で送料無料／【温活ショーツ】綿ショーツ 綿 パンツ 綿パンツ クロッチ綿100％ レディース 下着 綿 ショーツ 深め 大きいサイズ ハイウエスト 深履き 深ばき 鼠径部 締め付けない 綿パンツ 温活 LL 3L4L 防寒 保温 お腹すっぽり セットショーツ あったか","r-sku00000036","","オーガニック【B】","M","","","","",2380,1,2
"","30815","","＼1000円以上で送料無料／【温活ショーツ】綿ショーツ 綿 パンツ 綿パンツ クロッチ綿100％ レディース 下着 綿 ショーツ 深め 大きいサイズ ハイウエスト 深履き 深ばき 鼠径部 締め付けない 綿パンツ 温活 LL 3L4L 防寒 保温 お腹すっぽり セットショーツ あったか","r-sku00000039","","オーガニック【B】","3L","","","","",1190,1,1
"","30815","","＼1000円以上で送料無料／【温活ショーツ】綿ショーツ 綿 パンツ 綿パンツ クロッチ綿100％ レディース 下着 綿 ショーツ 深め 大きいサイズ ハイウエスト 深履き 深ばき 鼠径部 締め付けない 綿パンツ 温活 LL 3L4L 防寒 保温 お腹すっぽり セットショーツ あったか","r-sku00000040","","オーガニック【B】","4L","","","","",1190,1,1
"","30815","","＼1000円以上で送料無料／【温活ショーツ】綿ショーツ 綿 パンツ 綿パンツ クロッチ綿100％ レディース 下着 綿 ショーツ 深め 大きいサイズ ハイウエスト 深履き 深ばき 鼠径部 締め付けない 綿パンツ 温活 LL 3L4L 防寒 保温 お腹すっぽり セットショーツ あったか","r-sku00000049","","アッシュ【A】","3L","","","","",2380,2,2
"","30815","","＼1000円以上で送料無料／【温活ショーツ】綿ショーツ 綿 パンツ 綿パンツ クロッチ綿100％ レディース 下着 綿 ショーツ 深め 大きいサイズ ハイウエスト 深履き 深ばき 鼠径部 締め付けない 綿パンツ 温活 LL 3L4L 防寒 保温 お腹すっぽり セットショーツ あったか","r-sku00000058","","ブラック","LL","","","","",398,1,1
"","30815","","＼1000円以上で送料無料／【温活ショーツ】綿ショーツ 綿 パンツ 綿パンツ クロッチ綿100％ レディース 下着 綿 ショーツ 深め 大きいサイズ ハイウエスト 深履き 深ばき 鼠径部 締め付けない 綿パンツ 温活 LL 3L4L 防寒 保温 お腹すっぽり セットショーツ あったか","r-sku00000082","","サクラ","L","","","","",398,1,1
"","30815","","＼1000円以上で送料無料／【温活ショーツ】綿ショーツ 綿 パンツ 綿パンツ クロッチ綿100％ レディース 下着 綿 ショーツ 深め 大きいサイズ ハイウエスト 深履き 深ばき 鼠径部 締め付けない 綿パンツ 温活 LL 3L4L 防寒 保温 お腹すっぽり セットショーツ あったか","r-sku00000083","","サクラ","LL","","","","",398,1,1
"","30815","","＼1000円以上で送料無料／【温活ショーツ】綿ショーツ 綿 パンツ 綿パンツ クロッチ綿100％ レディース 下着 綿 ショーツ 深め 大きいサイズ ハイウエスト 深履き 深ばき 鼠径部 締め付けない 綿パンツ 温活 LL 3L4L 防寒 保温 お腹すっぽり セットショーツ あったか","r-sku00000092","","ミストグレー（オーガニック）","L","","","","",398,1,1
"","30815","","＼1000円以上で送料無料／【温活ショーツ】綿ショーツ 綿 パンツ 綿パンツ クロッチ綿100％ レディース 下着 綿 ショーツ 深め 大きいサイズ ハイウエスト 深履き 深ばき 鼠径部 締め付けない 綿パンツ 温活 LL 3L4L 防寒 保温 お腹すっぽり セットショーツ あったか","r-sku00000102","","ペールブルー（オーガニック）","L","","","","",398,1,1
"","30815","","＼1000円以上で送料無料／【温活ショーツ】綿ショーツ 綿 パンツ 綿パンツ クロッチ綿100％ レディース 下着 綿 ショーツ 深め 大きいサイズ ハイウエスト 深履き 深ばき 鼠径部 締め付けない 綿パンツ 温活 LL 3L4L 防寒 保温 お腹すっぽり セットショーツ あったか","r-sku00000118","","チャコール（オーガニック）","LL","","","","",398,1,1
"","30817","","＼レース ハイウエストショーツ／【綿 レースショーツ】綿ショーツ 深ばき レースレディース 深め 綿パンツ レース レディース ハイウエスト 大きいサイズ 深履き 単品ショーツ お腹すっぽり 温活ショーツ LL3L4L 黒 クロッチ綿100％ 補正ショーツ 下着 骨盤 女性用 送料無料","30817-A-01","","【Ａ】","M","","","","",4470,1,3
"","30817","","＼レース ハイウエストショーツ／【綿 レースショーツ】綿ショーツ 深ばき レースレディース 深め 綿パンツ レース レディース ハイウエスト 大きいサイズ 深履き 単品ショーツ お腹すっぽり 温活ショーツ LL3L4L 黒 クロッチ綿100％ 補正ショーツ 下着 骨盤 女性用 送料無料","30817-D-02","","【B】","3L","","","","",1490,1,1
"","30817","","＼レース ハイウエストショーツ／【綿 レースショーツ】綿ショーツ 深ばき レースレディース 深め 綿パンツ レース レディース ハイウエスト 大きいサイズ 深履き 単品ショーツ お腹すっぽり 温活ショーツ LL3L4L 黒 クロッチ綿100％ 補正ショーツ 下着 骨盤 女性用 送料無料","30817-E-01","","【Ａ】","4L","","","","",1490,1,1
"","30817","","＼レース ハイウエストショーツ／【綿 レースショーツ】綿ショーツ 深ばき レースレディース 深め 綿パンツ レース レディース ハイウエスト 大きいサイズ 深履き 単品ショーツ お腹すっぽり 温活ショーツ LL3L4L 黒 クロッチ綿100％ 補正ショーツ 下着 骨盤 女性用 送料無料","r-sku00000003","","ブラック","LL","","","","",2490,1,5
"","30817","","＼レース ハイウエストショーツ／【綿 レースショーツ】綿ショーツ 深ばき レースレディース 深め 綿パンツ レース レディース ハイウエスト 大きいサイズ 深履き 単品ショーツ お腹すっぽり 温活ショーツ LL3L4L 黒 クロッチ綿100％ 補正ショーツ 下着 骨盤 女性用 送料無料","r-sku00000009","","アッシュグレー","3L","","","","",498,1,1
"","30817","","＼レース ハイウエストショーツ／【綿 レースショーツ】綿ショーツ 深ばき レースレディース 深め 綿パンツ レース レディース ハイウエスト 大きいサイズ 深履き 単品ショーツ お腹すっぽり 温活ショーツ LL3L4L 黒 クロッチ綿100％ 補正ショーツ 下着 骨盤 女性用 送料無料","r-sku00000010","","アッシュグレー","4L","","","","",1494,1,3
"","30817","","＼レース ハイウエストショーツ／【綿 レースショーツ】綿ショーツ 深ばき レースレディース 深め 綿パンツ レース レディース ハイウエスト 大きいサイズ 深履き 単品ショーツ お腹すっぽり 温活ショーツ LL3L4L 黒 クロッチ綿100％ 補正ショーツ 下着 骨盤 女性用 送料無料","r-sku00000011","","アンティークローズ","M","","","","",498,1,1
"","30817","","＼レース ハイウエストショーツ／【綿 レースショーツ】綿ショーツ 深ばき レースレディース 深め 綿パンツ レース レディース ハイウエスト 大きいサイズ 深履き 単品ショーツ お腹すっぽり 温活ショーツ LL3L4L 黒 クロッチ綿100％ 補正ショーツ 下着 骨盤 女性用 送料無料","r-sku00000014","","アンティークローズ","3L","","","","",498,1,1
"","30817","","＼レース ハイウエストショーツ／【綿 レースショーツ】綿ショーツ 深ばき レースレディース 深め 綿パンツ レース レディース ハイウエスト 大きいサイズ 深履き 単品ショーツ お腹すっぽり 温活ショーツ LL3L4L 黒 クロッチ綿100％ 補正ショーツ 下着 骨盤 女性用 送料無料","r-sku00000016","","モスグリーン","M","","","","",498,1,1
"","30817","","＼レース ハイウエストショーツ／【綿 レースショーツ】綿ショーツ 深ばき レースレディース 深め 綿パンツ レース レディース ハイウエスト 大きいサイズ 深履き 単品ショーツ お腹すっぽり 温活ショーツ LL3L4L 黒 クロッチ綿100％ 補正ショーツ 下着 骨盤 女性用 送料無料","r-sku00000021","","テラコッタ","M","","","","",498,1,1
"","30817","","＼レース ハイウエストショーツ／【綿 レースショーツ】綿ショーツ 深ばき レースレディース 深め 綿パンツ レース レディース ハイウエスト 大きいサイズ 深履き 単品ショーツ お腹すっぽり 温活ショーツ LL3L4L 黒 クロッチ綿100％ 補正ショーツ 下着 骨盤 女性用 送料無料","r-sku00000034","","ベージュ","3L","","","","",498,1,1
"","30817r","","【2枚セット◆赤いパンツ】赤パンツ 開運 還暦祝い 女性 赤 ショーツ 綿パンツ 綿ショーツ ハイウエストショーツ 女性 下着 クロッチ綿100％ レディース 大きいサイズ 60歳 新年 深履き 深め 縁起 ギフト 母の日 プレゼント 幸運 赤いショーツ 申年","30817r-A-01","","レッド（2枚セット）","M","","","","",2580,2,2
"","30817r","","【2枚セット◆赤いパンツ】赤パンツ 開運 還暦祝い 女性 赤 ショーツ 綿パンツ 綿ショーツ ハイウエストショーツ 女性 下着 クロッチ綿100％ レディース 大きいサイズ 60歳 新年 深履き 深め 縁起 ギフト 母の日 プレゼント 幸運 赤いショーツ 申年","30817r-B-01","","レッド（2枚セット）","L","","","","",3870,3,3
